ID_Pedido,Fecha_Pedido,Ciudad_Destino,Zona_Entrega,Tipo_Flor,Variedad_Flor,Calidad_Producto,Cantidad_Tallos,Precio_Unitario_USD,Canal_Venta,Cliente_Corporativo,Metodo_Pago,Estado_Pedido,Costo_Envio_USD,Tipo_Empaque,Peso_Kg,Temperatura_Contenedor_C,Humedad_Relativa_Pct,Dias_En_Florero_Garantizados,Codigo_Arancelario,Inspeccion_Fitosanitaria,Sello_Sostenibilidad,Id_Cultivo_Origen,Calificacion_Cliente,Comentario_Cliente_PQRS,Dias_Atraso_Entrega,Diferencia_Tallos_Facturados_vs_Recibidos,Alerta_Ruptura_Cadena_Frio,Requiere_Soporte_Legal_Aduana,Total_Venta_USD,Categoria_PQRS_Validada
FAC-100467,2025-11-14,Medellín,Valle de Aburrá,Crisantemo,Crisantemo Exportación,Segunda,3528,2.12,Exportación EE.UU.,Cliente_31,Tarjeta de Crédito,Pendiente,42.76,Caja Master,38.84,7.6,83,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,4,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,7522.12,Reclamo
FAC-100468,2025-02-11,Cali,Palmira,Crisantemo,Crisantemo Exportación,Estándar,996,0.5,Exportación Europa,Cliente_5,Efectivo,Pendiente,327.11,Procon (Balde),26.98,7.3,94,7,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,5,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,825.11,Reclamo
FAC-100469,2025-08-03,Cali,Zona Industrial,Astromelia,Astromelia Exportación,Premium,2496,1.99,Mercado Local,Cliente_44,PayPal,En Tránsito,323.99,Procon (Balde),51.0,6.6,79,12,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,4,El asesor comercial fue grosero al teléfono,0,0,SI,NO,5291.03,Reclamo
FAC-100470,2025-12-03,Pereira,Zona Cafetera,Clavel,Clavel Exportación,Segunda,3516,1.72,Exportación Europa,Cliente_6,PayPal,En Tránsito,282.37,Ramo Individual,6.5,6.9,95,14,0603.11.00,Rechazado,Florverde,FINCA-5,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,6329.89,Reclamo
FAC-100471,2025-10-26,Medellín,Valle de Aburrá,Astromelia,Astromelia Exportación,Estándar,3840,1.83,Mercado Local,Cliente_33,Efectivo,Retenido en Aduana,259.85,Procon (Balde),76.1,3.7,93,20,0603.12.00,Aprobado,Florverde,FINCA-1,5,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,7287.05,Queja
FAC-100472,2025-10-17,Medellín,La Ceja,Astromelia,Astromelia Exportación,Estándar,5604,1.88,Exportación Europa,Cliente_6,Transferencia Bancaria,En Tránsito,204.83,Procon (Balde),25.49,3.9,96,18,0603.12.00,Aprobado,Ninguno,FINCA-2,5,Requiero catálogo de nuevas variedades de hortensias,5,0,NO,NO,10740.35,Queja
FAC-100473,2025-09-25,Medellín,Valle de Aburrá,Orquídea,Orquídea Exportación,Estándar,1536,1.7,Mercado Local,Cliente_14,Efectivo,Retenido en Aduana,188.18,Procon (Balde),50.82,5.1,84,11,0603.11.00,Aprobado,Florverde,FINCA-5,5,Demora de más de 3 horas en la línea de atención,3,12,SI,SI,2799.38,Reclamo
FAC-100474,2025-06-11,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Segunda,1488,2.45,Mercado Local,Cliente_9,Tarjeta de Crédito,Cancelado,253.26,Procon (Balde),56.93,2.1,83,10,0603.11.00,Rechazado,Ninguno,FINCA-4,1,Cobro injustificado de tarifa logística en la factura,7,0,SI,SI,3898.86,Reclamo
FAC-100475,2026-04-24,Bogotá,Zona Sur,Hortensia,Hortensia Exportación,Segunda,1800,0.48,Mercado Local,Cliente_43,PayPal,En Tránsito,187.95,Ramo Individual,28.55,2.2,88,9,0603.12.00,Aprobado,Ninguno,FINCA-5,5,Requiero catálogo de nuevas variedades de hortensias,2,0,NO,NO,1051.95,Petición
FAC-100476,2025-05-14,Bogotá,Sabana Occidente,Crisantemo,Crisantemo Exportación,Estándar,5676,2.26,E-commerce,Cliente_1,Transferencia Bancaria,Pendiente,116.02,Caja Master,68.78,8.0,96,17,0603.12.00,Rechazado,Rainforest Alliance,FINCA-3,2,Petición de estado de cuenta del último mes,3,48,SI,SI,12943.78,Reclamo
FAC-100477,2025-04-15,Bogotá,Sabana Occidente,Crisantemo,Crisantemo Exportación,Segunda,4452,0.5,Exportación EE.UU.,Cliente_30,Transferencia Bancaria,En Tránsito,256.02,Caja Master,59.12,8.3,83,15,0603.12.00,Rechazado,Ninguno,FINCA-4,5,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,2482.02,Reclamo
FAC-100478,2025-12-09,Medellín,Valle de Aburrá,Astromelia,Astromelia Exportación,Estándar,3252,2.23,Distribuidor Mayorista,Cliente_10,Carta de Crédito,Pendiente,112.21,Caja Master,28.76,6.9,96,9,0603.12.00,Aprobado,Florverde,FINCA-3,4,Mala atención en el counter de despacho,0,0,SI,NO,7364.17,Reclamo
FAC-100479,2026-01-02,Bogotá,Sabana Centro,Orquídea,Orquídea Exportación,Segunda,4188,2.04,Exportación Europa,Cliente_13,Tarjeta de Crédito,Retenido en Aduana,344.44,Procon (Balde),43.99,7.1,81,6,0603.11.00,Aprobado,Florverde,FINCA-2,3,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,8887.96,Reclamo
FAC-100480,2025-06-10,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Premium,5832,2.04,Exportación Europa,Cliente_48,Tarjeta de Crédito,En Tránsito,313.62,Caja Master,68.8,3.2,98,14,0603.12.00,Aprobado,Ninguno,FINCA-1,2,El asesor comercial fue grosero al teléfono,0,0,NO,NO,12210.9,Queja
FAC-100481,2025-05-03,Bogotá,Sabana Centro,Girasol,Girasol Exportación,Premium,5328,2.29,E-commerce,Cliente_37,Transferencia Bancaria,Cancelado,139.48,Procon (Balde),78.66,4.8,93,8,0603.11.00,Aprobado,Florverde,FINCA-3,1,Cobro injustificado de tarifa logística en la factura,0,24,NO,NO,12340.6,Reclamo
FAC-100482,2025-05-16,Cali,Palmira,Rosa,Rosa Exportación,Segunda,2796,0.56,Exportación Europa,Cliente_8,Efectivo,En Tránsito,254.88,Procon (Balde),12.01,6.7,94,12,0603.12.00,Rechazado,Florverde,FINCA-5,1,El asesor comercial fue grosero al teléfono,0,0,SI,SI,1820.64,Reclamo
FAC-100483,2025-07-22,Cali,Yumbo,Girasol,Girasol Exportación,Premium,4176,2.24,Exportación EE.UU.,Cliente_38,Efectivo,Entregado,292.84,Caja Master,29.37,3.6,83,20,0603.12.00,Rechazado,Rainforest Alliance,FINCA-2,4,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,9647.08,Reclamo
FAC-100484,2025-03-09,Cali,Zona Industrial,Rosa,Rosa Exportación,Premium,1980,0.71,Exportación Europa,Cliente_46,PayPal,Cancelado,122.95,Ramo Individual,13.3,6.9,84,19,0603.12.00,Aprobado,Ninguno,FINCA-1,2,Mala atención en el counter de despacho,0,0,SI,NO,1528.75,Reclamo
FAC-100485,2025-12-10,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Estándar,3852,1.52,Distribuidor Mayorista,Cliente_6,Carta de Crédito,Retenido en Aduana,80.39,Ramo Individual,18.49,6.5,94,15,0603.12.00,Rechazado,Ninguno,FINCA-1,2,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,5935.43,Reclamo
FAC-100486,2025-11-27,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Segunda,5652,1.57,Mercado Local,Cliente_35,Efectivo,Cancelado,214.99,Procon (Balde),54.29,1.9,97,6,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,5,El asesor comercial fue grosero al teléfono,0,0,NO,NO,9088.63,Queja
FAC-100487,2025-06-03,Bogotá,Zona Norte,Astromelia,Astromelia Exportación,Premium,2904,1.62,Exportación EE.UU.,Cliente_17,Carta de Crédito,Retenido en Aduana,228.01,Procon (Balde),63.99,2.7,97,12,0603.12.00,Rechazado,Florverde,FINCA-3,2,Requiero catálogo de nuevas variedades de hortensias,0,0,NO,SI,4932.49,Petición
FAC-100488,2025-08-23,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Segunda,5772,0.9,Mercado Local,Cliente_26,Tarjeta de Crédito,Retenido en Aduana,72.04,Procon (Balde),25.68,7.4,94,5,0603.11.00,Rechazado,Ninguno,FINCA-4,3,Deberían implementar empaques biodegradables,0,0,SI,SI,5266.84,Reclamo
FAC-100489,2025-06-11,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Estándar,396,2.17,Mercado Local,Cliente_22,Transferencia Bancaria,Pendiente,71.47,Caja Master,6.93,8.9,96,15,0603.12.00,Aprobado,Rainforest Alliance,FINCA-3,2,El asesor comercial fue grosero al teléfono,0,0,SI,NO,930.79,Reclamo
FAC-100490,2026-04-21,Cali,Zona Industrial,Rosa,Rosa Exportación,Estándar,1608,2.35,Exportación EE.UU.,Cliente_24,PayPal,Entregado,152.97,Caja Master,49.78,7.7,90,8,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,3,Petición de estado de cuenta del último mes,0,0,SI,NO,3931.77,Reclamo
FAC-100491,2026-01-20,Pereira,Dosquebradas,Crisantemo,Crisantemo Exportación,Estándar,4500,0.89,Exportación EE.UU.,Cliente_4,Efectivo,Retenido en Aduana,212.29,Procon (Balde),20.16,2.2,91,5,0603.12.00,Rechazado,Ninguno,FINCA-4,5,Pongan un centro de acopio más cercano a Rionegro,5,0,NO,SI,4217.29,Queja
FAC-100492,2026-04-25,Medellín,Rionegro,Clavel,Clavel Exportación,Estándar,2052,2.28,Distribuidor Mayorista,Cliente_50,PayPal,Retenido en Aduana,66.99,Caja Master,54.29,3.1,76,15,0603.12.00,Rechazado,Ninguno,FINCA-3,1,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,4745.55,Reclamo
FAC-100493,2025-02-07,Cali,Zona Industrial,Clavel,Clavel Exportación,Premium,384,1.12,Mercado Local,Cliente_27,Transferencia Bancaria,Entregado,272.13,Ramo Individual,38.43,8.7,84,6,0603.12.00,Aprobado,Ninguno,FINCA-2,2,Petición de estado de cuenta del último mes,0,0,SI,NO,702.21,Reclamo
FAC-100494,2025-01-05,Cali,Palmira,Clavel,Clavel Exportación,Segunda,2700,0.75,Mercado Local,Cliente_14,Transferencia Bancaria,En Tránsito,93.3,Procon (Balde),29.13,3.1,92,14,0603.11.00,Rechazado,Ninguno,FINCA-3,4,Requiero catálogo de nuevas variedades de hortensias,0,0,NO,SI,2118.3,Petición
FAC-100495,2025-08-23,Cali,Zona Industrial,Crisantemo,Crisantemo Exportación,Estándar,3132,0.86,Exportación Europa,Cliente_28,PayPal,Retenido en Aduana,263.61,Ramo Individual,79.15,2.5,77,20,0603.12.00,Rechazado,Florverde,FINCA-3,4,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,2957.13,Reclamo
FAC-100496,2025-11-15,Bogotá,Sabana Centro,Crisantemo,Crisantemo Exportación,Estándar,2124,1.37,Mercado Local,Cliente_38,Carta de Crédito,Pendiente,315.87,Caja Master,46.06,9.0,75,19,0603.11.00,Aprobado,Ninguno,FINCA-1,3,Solicito copia del certificado fitosanitario de exportación,1,12,SI,NO,3225.75,Reclamo
FAC-100497,2025-10-16,Cali,Zona Industrial,Hortensia,Hortensia Exportación,Segunda,2940,1.94,Exportación Europa,Cliente_45,Carta de Crédito,Cancelado,227.9,Caja Master,63.36,5.6,94,9,0603.11.00,Aprobado,Ninguno,FINCA-4,2,Cobro injustificado de tarifa logística en la factura,0,0,NO,NO,5931.5,Reclamo
FAC-100498,2025-02-21,Medellín,Rionegro,Astromelia,Astromelia Exportación,Estándar,3252,0.73,E-commerce,Cliente_43,Efectivo,Cancelado,72.95,Caja Master,75.26,5.7,76,16,0603.12.00,Rechazado,Rainforest Alliance,FINCA-1,1,Deberían implementar empaques biodegradables,0,0,SI,SI,2446.91,Reclamo
FAC-100499,2025-02-07,Medellín,Rionegro,Astromelia,Astromelia Exportación,Premium,3888,2.32,Mercado Local,Cliente_33,Transferencia Bancaria,Entregado,341.44,Procon (Balde),68.23,4.4,86,14,0603.11.00,Aprobado,Florverde,FINCA-4,2,Deberían implementar empaques biodegradables,3,0,NO,NO,9361.6,Sugerencia
FAC-100500,2025-10-03,Bogotá,Sabana Occidente,Girasol,Girasol Exportación,Premium,2652,1.63,Exportación EE.UU.,Cliente_22,Efectivo,Entregado,163.63,Ramo Individual,34.45,2.7,88,6,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,3,Demora de más de 3 horas en la línea de atención,0,0,NO,NO,4486.39,Queja
FAC-100501,2025-04-20,Cali,Palmira,Hortensia,Hortensia Exportación,Estándar,5412,1.95,Mercado Local,Cliente_5,Efectivo,En Tránsito,197.73,Caja Master,35.44,2.6,86,9,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,1,Mala atención en el counter de despacho,0,0,NO,NO,10751.13,Sugerencia
FAC-100502,2025-09-17,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Segunda,3300,1.86,E-commerce,Cliente_25,Carta de Crédito,Entregado,202.34,Procon (Balde),62.76,8.3,84,10,0603.11.00,Aprobado,Florverde,FINCA-1,1,Mala atención en el counter de despacho,0,0,SI,NO,6340.34,Reclamo
FAC-100503,2025-05-16,Medellín,La Ceja,Astromelia,Astromelia Exportación,Estándar,4920,1.17,Distribuidor Mayorista,Cliente_30,Carta de Crédito,Cancelado,134.27,Caja Master,19.75,2.3,87,12,0603.12.00,Aprobado,Florverde,FINCA-1,1,La rosa llegó marchita y sin cadena de frío,0,0,NO,NO,5890.67,Reclamo
FAC-100504,2025-03-09,Bogotá,Sabana Occidente,Orquídea,Orquídea Exportación,Premium,4596,0.42,Distribuidor Mayorista,Cliente_48,PayPal,Pendiente,52.55,Caja Master,36.76,1.9,82,21,0603.11.00,Rechazado,Ninguno,FINCA-3,1,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,1982.87,Reclamo
FAC-100505,2026-04-23,Cali,Palmira,Hortensia,Hortensia Exportación,Segunda,5424,2.43,Exportación EE.UU.,Cliente_27,Carta de Crédito,Retenido en Aduana,34.17,Procon (Balde),19.56,8.5,88,10,0603.11.00,Aprobado,Ninguno,FINCA-5,1,Deberían implementar empaques biodegradables,5,24,SI,SI,13214.49,Reclamo
FAC-100506,2025-06-28,Medellín,Guarne,Clavel,Clavel Exportación,Premium,1500,0.42,Distribuidor Mayorista,Cliente_42,Tarjeta de Crédito,En Tránsito,252.14,Caja Master,41.4,2.2,83,12,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,2,Mala atención en el counter de despacho,5,0,SI,NO,882.14,Reclamo
FAC-100507,2026-03-28,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Segunda,1284,0.88,Mercado Local,Cliente_24,Carta de Crédito,Cancelado,93.94,Ramo Individual,8.02,7.8,77,10,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,1,Mala atención en el counter de despacho,2,0,SI,NO,1223.86,Reclamo
FAC-100508,2025-02-05,Cali,Zona Industrial,Astromelia,Astromelia Exportación,Premium,2196,2.43,Distribuidor Mayorista,Cliente_23,Efectivo,En Tránsito,216.86,Ramo Individual,40.74,3.6,94,6,0603.12.00,Aprobado,Ninguno,FINCA-1,2,Petición de estado de cuenta del último mes,0,0,NO,NO,5553.14,Sugerencia
FAC-100509,2026-03-27,Cali,Yumbo,Hortensia,Hortensia Exportación,Segunda,2292,0.67,Exportación Europa,Cliente_40,Transferencia Bancaria,En Tránsito,45.21,Procon (Balde),72.34,3.5,94,14,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,4,El asesor comercial fue grosero al teléfono,4,0,NO,NO,1580.85,Queja
FAC-100510,2025-05-06,Bogotá,Sabana Centro,Astromelia,Astromelia Exportación,Segunda,4356,1.15,Exportación EE.UU.,Cliente_40,Transferencia Bancaria,En Tránsito,80.51,Ramo Individual,37.96,7.7,98,8,0603.11.00,Aprobado,Rainforest Alliance,FINCA-5,3,Deberían implementar empaques biodegradables,0,0,SI,NO,5089.91,Reclamo
FAC-100511,2025-07-09,Cali,Zona Industrial,Crisantemo,Crisantemo Exportación,Segunda,2856,0.21,E-commerce,Cliente_49,Efectivo,Cancelado,289.88,Ramo Individual,67.44,7.7,88,14,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,2,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,889.64,Reclamo
FAC-100512,2025-05-26,Medellín,Rionegro,Clavel,Clavel Exportación,Segunda,192,1.81,Exportación Europa,Cliente_38,Efectivo,Pendiente,136.22,Procon (Balde),69.74,8.2,88,15,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,1,Cobro injustificado de tarifa logística en la factura,4,0,SI,NO,483.74,Reclamo
FAC-100513,2025-03-22,Cali,Palmira,Clavel,Clavel Exportación,Estándar,5028,0.21,E-commerce,Cliente_5,Carta de Crédito,Retenido en Aduana,315.97,Ramo Individual,17.26,4.6,95,8,0603.12.00,Rechazado,Ninguno,FINCA-3,4,Cobro injustificado de tarifa logística en la factura,6,0,NO,SI,1371.85,Reclamo
FAC-100514,2025-08-13,Bogotá,Sabana Occidente,Orquídea,Orquídea Exportación,Estándar,3108,1.47,Exportación EE.UU.,Cliente_39,Efectivo,Entregado,27.52,Caja Master,68.12,7.4,84,5,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,5,Deberían implementar empaques biodegradables,0,0,SI,NO,4596.28,Reclamo
FAC-100515,2026-03-03,Pereira,Dosquebradas,Crisantemo,Crisantemo Exportación,Premium,2832,1.28,Exportación Europa,Cliente_25,Tarjeta de Crédito,Retenido en Aduana,272.03,Ramo Individual,46.23,5.8,86,9,0603.11.00,Aprobado,Ninguno,FINCA-5,5,Solicito copia del certificado fitosanitario de exportación,0,0,NO,SI,3896.99,Petición
FAC-100516,2025-10-06,Cali,Yumbo,Girasol,Girasol Exportación,Premium,1560,2.13,E-commerce,Cliente_27,Tarjeta de Crédito,En Tránsito,114.72,Procon (Balde),43.24,6.7,86,19,0603.12.00,Rechazado,Rainforest Alliance,FINCA-3,1,Mala atención en el counter de despacho,0,0,SI,SI,3437.52,Reclamo
FAC-100517,2025-12-27,Bogotá,Sabana Centro,Clavel,Clavel Exportación,Segunda,4656,0.9,Exportación Europa,Cliente_38,PayPal,Entregado,302.25,Procon (Balde),38.64,5.6,95,13,0603.12.00,Aprobado,Florverde,FINCA-4,4,Mala atención en el counter de despacho,0,0,NO,NO,4492.65,Sugerencia
FAC-100518,2025-06-04,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Segunda,732,0.97,Exportación Europa,Cliente_29,Transferencia Bancaria,Retenido en Aduana,282.34,Caja Master,72.67,7.4,83,20,0603.11.00,Aprobado,Ninguno,FINCA-1,2,Petición de estado de cuenta del último mes,5,0,SI,SI,992.38,Reclamo
FAC-100519,2025-11-10,Pereira,Zona Cafetera,Orquídea,Orquídea Exportación,Premium,4824,1.74,Mercado Local,Cliente_26,Carta de Crédito,Pendiente,188.22,Caja Master,24.29,7.2,98,16,0603.12.00,Rechazado,Rainforest Alliance,FINCA-4,1,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,8581.98,Reclamo
FAC-100520,2026-02-18,Cali,Zona Industrial,Rosa,Rosa Exportación,Estándar,1164,1.99,Exportación EE.UU.,Cliente_4,Carta de Crédito,Retenido en Aduana,69.02,Caja Master,28.83,6.5,82,9,0603.12.00,Rechazado,Florverde,FINCA-1,4,La rosa llegó marchita y sin cadena de frío,0,24,SI,SI,2385.38,Reclamo
FAC-100521,2025-12-01,Pereira,Zona Cafetera,Clavel,Clavel Exportación,Estándar,5280,0.28,Exportación Europa,Cliente_48,Efectivo,Pendiente,269.33,Procon (Balde),44.57,3.4,88,14,0603.12.00,Rechazado,Florverde,FINCA-1,1,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,1747.73,Queja
FAC-100522,2025-09-28,Bogotá,Zona Norte,Orquídea,Orquídea Exportación,Premium,5064,1.65,Distribuidor Mayorista,Cliente_12,Transferencia Bancaria,Pendiente,282.41,Ramo Individual,72.66,5.3,95,11,0603.11.00,Aprobado,Rainforest Alliance,FINCA-5,1,Sugiero habilitar pagos con criptomonedas para exportación,0,24,NO,NO,8638.01,Reclamo
FAC-100523,2025-01-05,Pereira,Dosquebradas,Rosa,Rosa Exportación,Estándar,4152,1.06,Exportación Europa,Cliente_9,Carta de Crédito,Retenido en Aduana,26.04,Procon (Balde),60.29,4.4,90,18,0603.11.00,Rechazado,Florverde,FINCA-4,2,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,4427.16,Queja
FAC-100524,2025-12-08,Bogotá,Sabana Centro,Rosa,Rosa Exportación,Premium,5640,2.24,E-commerce,Cliente_13,Tarjeta de Crédito,Pendiente,310.58,Ramo Individual,64.23,3.7,78,8,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,4,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,12944.18,Reclamo
FAC-100525,2026-02-23,Pereira,Zona Cafetera,Orquídea,Orquídea Exportación,Segunda,5520,1.98,Distribuidor Mayorista,Cliente_25,Tarjeta de Crédito,Retenido en Aduana,222.78,Procon (Balde),13.91,2.8,76,17,0603.12.00,Rechazado,Ninguno,FINCA-3,1,Solicito copia del certificado fitosanitario de exportación,6,0,SI,SI,11152.38,Reclamo
FAC-100526,2025-10-11,Cali,Yumbo,Orquídea,Orquídea Exportación,Segunda,1452,1.4,Exportación EE.UU.,Cliente_18,Carta de Crédito,Entregado,186.42,Procon (Balde),36.45,7.4,90,17,0603.12.00,Aprobado,Florverde,FINCA-1,2,Mala atención en el counter de despacho,0,0,SI,NO,2219.22,Reclamo
FAC-100527,2025-06-03,Bogotá,Sabana Occidente,Rosa,Rosa Exportación,Estándar,732,2.33,Exportación Europa,Cliente_20,Efectivo,Pendiente,204.14,Caja Master,12.86,2.2,90,18,0603.12.00,Rechazado,Florverde,FINCA-4,4,Requiero catálogo de nuevas variedades de hortensias,0,0,NO,SI,1909.7,Petición
FAC-100528,2026-04-23,Medellín,Valle de Aburrá,Girasol,Girasol Exportación,Premium,2100,0.27,Exportación Europa,Cliente_37,Transferencia Bancaria,En Tránsito,310.44,Caja Master,23.06,7.3,75,9,0603.11.00,Aprobado,Ninguno,FINCA-4,5,El asesor comercial fue grosero al teléfono,0,0,SI,NO,877.44,Reclamo
FAC-100529,2025-12-06,Cali,Yumbo,Crisantemo,Crisantemo Exportación,Segunda,2136,2.32,E-commerce,Cliente_46,Transferencia Bancaria,Entregado,292.82,Procon (Balde),25.66,2.7,78,5,0603.11.00,Rechazado,Florverde,FINCA-2,2,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,5248.34,Reclamo
FAC-100530,2025-02-23,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Estándar,2208,1.51,E-commerce,Cliente_37,PayPal,En Tránsito,317.32,Procon (Balde),61.31,3.8,90,18,0603.12.00,Aprobado,Ninguno,FINCA-4,3,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,NO,3651.4,Sugerencia
FAC-100531,2026-04-26,Pereira,Dosquebradas,Clavel,Clavel Exportación,Segunda,3996,1.77,Exportación Europa,Cliente_23,Carta de Crédito,En Tránsito,88.96,Ramo Individual,26.86,8.9,89,18,0603.11.00,Aprobado,Florverde,FINCA-5,2,El asesor comercial fue grosero al teléfono,0,0,SI,NO,7161.88,Reclamo
FAC-100532,2026-03-26,Pereira,Dosquebradas,Rosa,Rosa Exportación,Estándar,372,0.19,E-commerce,Cliente_44,Carta de Crédito,Pendiente,299.29,Ramo Individual,18.92,4.4,76,21,0603.12.00,Aprobado,Florverde,FINCA-1,4,Mala atención en el counter de despacho,0,0,SI,NO,369.97,Reclamo
FAC-100533,2025-03-10,Bogotá,Zona Norte,Clavel,Clavel Exportación,Premium,4296,1.86,Exportación Europa,Cliente_7,Carta de Crédito,Cancelado,219.84,Caja Master,10.53,7.9,77,12,0603.12.00,Aprobado,Ninguno,FINCA-1,1,Solicito copia del certificado fitosanitario de exportación,0,12,SI,NO,8210.4,Reclamo
FAC-100534,2025-05-16,Cali,Palmira,Girasol,Girasol Exportación,Estándar,5304,2.39,Exportación Europa,Cliente_19,Carta de Crédito,Cancelado,108.3,Procon (Balde),50.16,7.9,91,7,0603.12.00,Aprobado,Ninguno,FINCA-3,2,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,12784.86,Reclamo
FAC-100535,2025-03-01,Bogotá,Sabana Occidente,Girasol,Girasol Exportación,Estándar,4836,2.39,Exportación Europa,Cliente_16,Transferencia Bancaria,Entregado,231.12,Procon (Balde),26.64,3.2,78,12,0603.11.00,Aprobado,Florverde,FINCA-3,5,Faltaron 5 docenas de claveles en la caja master,0,0,SI,NO,11789.16,Reclamo
FAC-100536,2026-04-01,Bogotá,Sabana Centro,Clavel,Clavel Exportación,Premium,2064,1.25,E-commerce,Cliente_29,Transferencia Bancaria,Cancelado,151.56,Ramo Individual,12.36,5.2,98,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,1,La rosa llegó marchita y sin cadena de frío,0,0,NO,NO,2731.56,Reclamo
FAC-100537,2025-02-24,Bogotá,Sabana Centro,Rosa,Rosa Exportación,Segunda,2820,0.42,Exportación Europa,Cliente_43,Carta de Crédito,Entregado,199.38,Procon (Balde),70.55,5.0,80,21,0603.12.00,Aprobado,Florverde,FINCA-3,1,Demora de más de 3 horas en la línea de atención,2,0,SI,NO,1383.78,Reclamo
FAC-100538,2026-01-16,Bogotá,Zona Sur,Orquídea,Orquídea Exportación,Premium,4272,0.57,E-commerce,Cliente_1,Tarjeta de Crédito,En Tránsito,137.13,Ramo Individual,5.08,3.1,82,19,0603.11.00,Aprobado,Rainforest Alliance,FINCA-5,5,Deberían implementar empaques biodegradables,0,0,SI,NO,2572.17,Reclamo
